Machine ID	Date	Temperature	Vibration	Power	System load	Work time
7	05.03.2020 10:30	38,36	0,1585	0,749	91,81	6830
8	05.03.2020 10:45	37,66	0,8211	0,762	100	70739
9	05.03.2020 11:00	36,18	0,6505	0,711	89,41	58710
10	05.03.2020 11:15	50,97	0,4583	0,622	70,14	23229
11	05.03.2020 11:30	32,44	1,0693	0,771	97,47	65379
12	05.03.2020 11:45	26,8	1,0593	0,299	0	89919
1	05.03.2020 12:00	37,65	0,5465	0,625	71,81	46765
2	05.03.2020 12:15	43,05	0,384	0,351	12,18	48738
3	05.03.2020 12:30	21,07	1,1317	0,707	83,09	85768
4	05.03.2020 12:45	42,85	0,7618	0,319	7,78	84522
5	05.03.2020 13:00	28,06	0,5401	0,681	77,76	22263
6	05.03.2020 13:15	41,5	0,8793	0,382	24,43	70699
7	05.03.2020 13:30	38,49	0,1587	0,716	87,46	6833
8	05.03.2020 13:45	38,02	0,8183	0,752	100	70742
9	05.03.2020 14:00	36,31	0,6482	0,678	81,14	58713
10	05.03.2020 14:15	51,41	0,4495	0,57	59,92	23232
11	05.03.2020 14:30	32,92	1,064	0,748	96,35	65382
12	05.03.2020 14:45	27,04	1,0501	0,268	0	89922
1	05.03.2020 15:00	37,65	0,5384	0,68	78,35	46768
2	05.03.2020 15:15	43,04	0,3935	0,378	21,19	48741
3	05.03.2020 15:30	20,99	1,1393	0,7	84,51	85771
4	05.03.2020 15:45	42,83	0,7702	0,277	0,26	84525
5	05.03.2020 16:00	27,69	0,5416	0,661	82,04	22266
6	05.03.2020 16:15	41,23	0,8816	0,388	21,47	70702
7	05.03.2020 16:30	38,41	0,1683	0,757	91,54	6836
8	05.03.2020 16:45	37,54	0,8199	0,752	94,04	70745
9	05.03.2020 17:00	35,99	0,6507	0,626	72,62	58716
10	05.03.2020 17:15	51,31	0,4498	0,58	58,16	23235
11	05.03.2020 17:30	32,66	1,0723	0,77	100	65385
12	05.03.2020 17:45	27,02	1,0514	0,258	0	89925
1	05.03.2020 18:00	37,72	0,5411	0,689	82,46	46771
2	05.03.2020 18:15	43,43	0,3937	0,344	17,97	48744
3	05.03.2020 18:30	21,44	1,1347	0,73	88,13	85774
4	05.03.2020 18:45	43,24	0,7695	0,282	0	84528
5	05.03.2020 19:00	27,91	0,5416	0,657	76,93	22269
6	05.03.2020 19:15	41,62	0,8741	0,329	12,46	70705
7	05.03.2020 19:30	38,89	0,1637	0,778	99,06	6839
8	05.03.2020 19:45	38	0,8181	0,787	97,74	70748
9	05.03.2020 20:00	36,05	0,6424	0,628	69,59	58719
10	05.03.2020 20:15	51,75	0,4436	0,608	63,11	23238
11	05.03.2020 20:30	32,93	1,0663	0,793	100	65388
12	05.03.2020 20:45	27,42	1,0494	0,251	0	89928
1	05.03.2020 21:00	37,68	0,532	0,707	85,98	46774
2	05.03.2020 21:15	43,08	0,3973	0,331	15,44	48747
3	05.03.2020 21:30	21,06	1,145	0,729	87,39	85777
4	05.03.2020 21:45	42,88	0,777	0,254	0	84531
5	05.03.2020 22:00	27,87	0,5495	0,616	71,25	22272
6	05.03.2020 22:15	41,28	0,875	0,371	17,46	70708
7	05.03.2020 22:30	38,85	0,1712	0,732	94,07	6842
8	05.03.2020 22:45	37,81	0,8269	0,794	100	70751
9	05.03.2020 23:00	35,66	0,644	0,648	76,77	58722
10	05.03.2020 23:15	51,3	0,4529	0,597	67,47	23241
11	05.03.2020 23:30	32,63	1,0765	0,771	100	65391
12	05.03.2020 23:45	27,27	1,0548	0,276	0	89931
1	06.03.2020 0:00	37,73	0,5352	0,744	93,37	46777
2	06.03.2020 0:15	43,35	0,3878	0,381	21,07	48750
3	06.03.2020 0:30	21,53	1,1369	0,749	92,22	85780
4	06.03.2020 0:45	43,22	0,7732	0,269	0	84534
5	06.03.2020 1:00	27,96	0,547	0,613	65,94	22275
6	06.03.2020 1:15	41,42	0,8731	0,308	8,25	70711
7	06.03.2020 1:30	38,92	0,1622	0,746	89,71	6845
8	06.03.2020 1:45	37,96	0,8272	0,765	94,51	70754
9	06.03.2020 2:00	36,13	0,6376	0,692	81,32	58725
10	06.03.2020 2:15	51,62	0,4491	0,628	73,99	23244
11	06.03.2020 2:30	33,02	1,0729	0,74	95,63	65394
12	06.03.2020 2:45	27,61	1,0512	0,258	0	89934
1	06.03.2020 3:00	37,73	0,5313	0,745	97,07	46780
2	06.03.2020 3:15	43	0,3889	0,351	17,56	48753
3	06.03.2020 3:30	21,23	1,1449	0,77	100	85783
4	06.03.2020 3:45	42,84	0,7756	0,294	0	84537
5	06.03.2020 4:00	27,88	0,5572	0,645	76,28	22278
6	06.03.2020 4:15	41,21	0,8825	0,337	14,33	70714
7	06.03.2020 4:30	38,54	0,1635	0,751	95,11	6848
8	06.03.2020 4:45	37,54	0,8276	0,747	97,77	70757
9	06.03.2020 5:00	35,92	0,6462	0,693	87,48	58728
10	06.03.2020 5:15	51,4	0,4513	0,64	74,23	23247
11	06.03.2020 5:30	32,74	1,0831	0,718	92,66	65397
12	06.03.2020 5:45	27,3	1,0589	0,29	0	89937
1	06.03.2020 6:00	37,82	0,5354	0,766	93,51	46783
2	06.03.2020 6:15	43,17	0,3836	0,384	19,34	48756
3	06.03.2020 6:30	21,72	1,1414	0,787	100	85786
4	06.03.2020 6:45	43,33	0,7714	0,293	0	84540
5	06.03.2020 7:00	28,34	0,5527	0,658	81,01	22281
6	06.03.2020 7:15	41,27	0,8745	0,342	12,19	70717
7	06.03.2020 7:30	38,75	0,1567	0,793	100	6851
8	06.03.2020 7:45	37,79	0,8251	0,771	100	70760
9	06.03.2020 8:00	36,13	0,6369	0,678	79,31	58731
10	06.03.2020 8:15	51,73	0,4509	0,667	75,06	23250
11	06.03.2020 8:30	33,13	1,0788	0,778	100	65400
12	06.03.2020 8:45	27,67	1,0582	0,273	2,89	89940
1	06.03.2020 9:00	37,74	0,5281	0,72	88,3	46786
2	06.03.2020 9:15	42,84	0,387	0,441	28,61	48759
3	06.03.2020 9:30	21,32	1,1431	0,78	100	85789
4	06.03.2020 9:45	42,94	0,7813	0,281	0	84543
5	06.03.2020 10:00	27,93	0,561	0,665	74,15	22284
6	06.03.2020 10:15	40,8	0,8813	0,333	9,61	70720
7	06.03.2020 10:30	38,4	0,1605	0,77	96,13	6854
8	06.03.2020 10:45	37,3	0,8302	0,723	91,08	70763
9	06.03.2020 11:00	35,68	0,6461	0,71	85,59	58734
10	06.03.2020 11:15	51,73	0,4544	0,698	84,55	23253
11	06.03.2020 11:30	33,11	1,0815	0,739	93,15	65403
12	06.03.2020 11:45	27,46	1,0682	0,276	2,09	89943
1	06.03.2020 12:00	37,8	0,5316	0,678	85,5	46789
2	06.03.2020 12:15	43,27	0,3784	0,393	28,58	48762
3	06.03.2020 12:30	21,79	1,1384	0,799	100	85792
4	06.03.2020 12:45	43,26	0,7767	0,276	0	84546
5	06.03.2020 13:00	28,41	0,5574	0,575	64,09	22287
6	06.03.2020 13:15	41,28	0,8772	0,256	0,23	70723
7	06.03.2020 13:30	38,61	0,1519	0,794	100	6857
8	06.03.2020 13:45	37,67	0,824	0,757	91,97	70766
9	06.03.2020 14:00	35,89	0,6402	0,69	86,28	58737
10	06.03.2020 14:15	51,99	0,448	0,736	91,39	23256
11	06.03.2020 14:30	33,57	1,0787	0,72	85,07	65406
12	06.03.2020 14:45	27,84	1,0675	0,349	12	89946
1	06.03.2020 15:00	37,74	0,5268	0,648	75,32	46792
2	06.03.2020 15:15	43,15	0,385	0,455	36,06	48765
3	06.03.2020 15:30	21,48	1,141	0,798	100	85795
4	06.03.2020 15:45	42,95	0,7807	0,272	0	84549
5	06.03.2020 16:00	28,03	0,5581	0,623	71,16	22290
6	06.03.2020 16:15	40,93	0,8869	0,278	0	70726
7	06.03.2020 16:30	38,49	0,1597	0,783	99,39	6860
8	06.03.2020 16:45	37,62	0,8269	0,748	90,02	70769
9	06.03.2020 17:00	35,62	0,6471	0,731	94,64	58740
10	06.03.2020 17:15	51,75	0,4559	0,68	83,69	23259
11	06.03.2020 17:30	33,44	1,0874	0,674	75,47	65409
12	06.03.2020 17:45	27,39	1,0726	0,335	7,07	89949
1	06.03.2020 18:00	37,76	0,5349	0,623	70,49	46795
2	06.03.2020 18:15	43,16	0,3848	0,451	35,7	48768
3	06.03.2020 18:30	21,8	1,1332	0,777	100	85798
4	06.03.2020 18:45	43,17	0,7714	0,308	8,77	84552
5	06.03.2020 19:00	28,32	0,5487	0,611	67,85	22293
6	06.03.2020 19:15	41,03	0,887	0,278	0	70729
7	06.03.2020 19:30	38,75	0,1507	0,76	95,92	6863
8	06.03.2020 19:45	37,85	0,825	0,761	98,71	70772
9	06.03.2020 20:00	36,05	0,6408	0,746	91,56	58743
10	06.03.2020 20:15	52,14	0,4539	0,702	87,68	23262
11	06.03.2020 20:30	33,78	1,0872	0,682	80,41	65412
12	06.03.2020 20:45	27,59	1,071	0,367	16,69	89952
1	06.03.2020 21:00	37,74	0,5278	0,633	70,24	46798
2	06.03.2020 21:15	42,95	0,3864	0,444	34,82	48771
3	06.03.2020 21:30	21,57	1,143	0,732	92,33	85801
4	06.03.2020 21:45	42,74	0,779	0,35	12,24	84555
5	06.03.2020 22:00	28,13	0,5507	0,598	63,01	22296
6	06.03.2020 22:15	40,67	0,8881	0,264	0,12	70732
7	06.03.2020 22:30	38,72	0,1571	0,777	100	6866
8	06.03.2020 22:45	37,64	0,8333	0,775	100	70775
9	06.03.2020 23:00	35,77	0,6429	0,763	98,89	58746
10	06.03.2020 23:15	51,86	0,4595	0,769	97,03	23265
11	06.03.2020 23:30	33,53	1,0973	0,711	85,45	65415
12	06.03.2020 23:45	27,31	1,0755	0,306	8,14	89955
1	07.03.2020 0:00	37,79	0,5376	0,663	76,66	46801
2	07.03.2020 0:15	43,13	0,3847	0,474	41,57	48774
3	07.03.2020 0:30	21,66	1,1384	0,754	99,03	85804
4	07.03.2020 0:45	42,83	0,775	0,354	16,79	84558
5	07.03.2020 1:00	28,29	0,5496	0,547	56,99	22299
6	07.03.2020 1:15	41,13	0,8799	0,292	0	70735
7	07.03.2020 1:30	39,03	0,1517	0,762	97,53	6869
8	07.03.2020 1:45	38,11	0,8329	0,745	90,96	70778
9	07.03.2020 2:00	35,93	0,6345	0,751	96,83	58749
10	07.03.2020 2:15	51,99	0,4553	0,766	100	23268
11	07.03.2020 2:30	33,72	1,0973	0,725	93,29	65418
12	07.03.2020 2:45	27,72	1,067	0,356	17,89	89958
1	07.03.2020 3:00	37,76	0,537	0,613	70,48	46804
2	07.03.2020 3:15	42,77	0,3929	0,494	38,97	48777
3	07.03.2020 3:30	21,24	1,1411	0,729	92,51	85807
4	07.03.2020 3:45	42,35	0,7788	0,38	24,1	84561
5	07.03.2020 4:00	28,02	0,5529	0,502	48,33	22302
6	07.03.2020 4:15	40,77	0,8812	0,302	9,3	70738
7	07.03.2020 4:30	38,63	0,1592	0,771	97,69	6872
8	07.03.2020 4:45	37,91	0,8389	0,785	100	70781
9	07.03.2020 5:00	35,87	0,641	0,744	96,05	58752
10	07.03.2020 5:15	51,59	0,4593	0,78	96,25	23271
11	07.03.2020 5:30	33,42	1,1067	0,742	97,69	65421
12	07.03.2020 5:45	27,55	1,0731	0,343	16,19	89961
1	07.03.2020 6:00	37,81	0,5442	0,627	66,59	46807
2	07.03.2020 6:15	43,05	0,3854	0,441	35,82	48780
3	07.03.2020 6:30	21,54	1,1404	0,723	85,4	85810
4	07.03.2020 6:45	42,7	0,7747	0,384	19,68	84564
5	07.03.2020 7:00	28,29	0,5523	0,536	50,13	22305
6	07.03.2020 7:15	40,87	0,8749	0,358	18,1	70741
7	07.03.2020 7:30	38,86	0,1511	0,761	100	6875
8	07.03.2020 7:45	38,23	0,8387	0,747	92,91	70784
9	07.03.2020 8:00	35,97	0,6349	0,718	89,66	58755
10	07.03.2020 8:15	51,88	0,4527	0,752	100	23274
11	07.03.2020 8:30	33,76	1,1069	0,736	96,68	65424
12	07.03.2020 8:45	27,62	1,0672	0,326	13,05	89964
1	07.03.2020 9:00	37,74	0,5376	0,603	61,33	46810
2	07.03.2020 9:15	42,7	0,3908	0,496	40,29	48783
3	07.03.2020 9:30	21,12	1,1437	0,691	85,49	85813
4	07.03.2020 9:45	42,37	0,7804	0,376	25,15	84567
5	07.03.2020 10:00	27,96	0,5532	0,572	57,61	22308
6	07.03.2020 10:15	40,62	0,8829	0,403	28,34	70744
7	07.03.2020 10:30	38,76	0,1545	0,774	97,23	6878
8	07.03.2020 10:45	38,15	0,8407	0,692	83,26	70787
9	07.03.2020 11:00	35,96	0,6411	0,692	83,08	58758
10	07.03.2020 11:15	51,88	0,4573	0,782	100	23277
11	07.03.2020 11:30	33,58	1,1169	0,751	91,92	65427
12	07.03.2020 11:45	27,62	1,0725	0,414	23,36	89967
1	07.03.2020 12:00	37,78	0,5413	0,614	70,45	46813
2	07.03.2020 12:15	42,98	0,3865	0,488	38,17	48786
3	07.03.2020 12:30	21,45	1,1361	0,639	75,3	85816
4	07.03.2020 12:45	42,63	0,7743	0,401	28,93	84570
5	07.03.2020 13:00	28,05	0,5493	0,552	58,15	22311
6	07.03.2020 13:15	40,78	0,876	0,417	24,1	70747
7	07.03.2020 13:30	38,84	0,1542	0,751	94,87	6881
8	07.03.2020 13:45	38,46	0,8393	0,673	80,16	70790
9	07.03.2020 14:00	36,31	0,6392	0,619	72,82	58761
10	07.03.2020 14:15	52,25	0,4536	0,787	100	23280
11	07.03.2020 14:30	33,87	1,1094	0,728	85,86	65430
12	07.03.2020 14:45	28,07	1,0693	0,365	20,96	89970
1	07.03.2020 15:00	37,79	0,5392	0,589	62,04	46816
2	07.03.2020 15:15	42,53	0,3898	0,516	45,57	48789
3	07.03.2020 15:30	21,18	1,1366	0,669	83,61	85819
4	07.03.2020 15:45	42,54	0,7762	0,436	33,37	84573
5	07.03.2020 16:00	27,62	0,5516	0,59	65,52	22314
6	07.03.2020 16:15	40,72	0,8837	0,349	16,28	70750
7	07.03.2020 16:30	38,67	0,1549	0,718	92,34	6884
8	07.03.2020 16:45	38,18	0,8486	0,709	82,18	70793
9	07.03.2020 17:00	35,86	0,6489	0,654	72,27	58764
10	07.03.2020 17:15	52,11	0,4619	0,796	100	23283
11	07.03.2020 17:30	33,69	1,1176	0,724	86,15	65433
12	07.03.2020 17:45	27,74	1,0775	0,401	28,35	89973
1	07.03.2020 18:00	37,88	0,5443	0,522	52,19	46819
2	07.03.2020 18:15	42,59	0,3824	0,53	51,24	48792
3	07.03.2020 18:30	21,53	1,1329	0,71	85,45	85822
4	07.03.2020 18:45	42,69	0,775	0,416	24,05	84576
5	07.03.2020 19:00	27,66	0,5483	0,591	63,51	22317
6	07.03.2020 19:15	41,13	0,882	0,411	25,99	70753
7	07.03.2020 19:30	38,8	0,1509	0,738	91,98	6887
8	07.03.2020 19:45	38,34	0,8459	0,685	87,02	70796
9	07.03.2020 20:00	36,07	0,6451	0,671	82,27	58767
10	07.03.2020 20:15	52,54	0,457	0,738	92,89	23286
11	07.03.2020 20:30	33,71	1,1135	0,747	93,75	65436
12	07.03.2020 20:45	27,83	1,0715	0,418	26,05	89976
1	07.03.2020 21:00	37,79	0,5369	0,53	47,7	46822
2	07.03.2020 21:15	42,44	0,3829	0,525	45,53	48795
3	07.03.2020 21:30	21,2	1,1354	0,701	83,47	85825
4	07.03.2020 21:45	42,43	0,7839	0,435	33,29	84579
5	07.03.2020 22:00	27,29	0,5579	0,576	55,53	22320
6	07.03.2020 22:15	41,01	0,8854	0,442	30,35	70756
7	07.03.2020 22:30	38,49	0,1544	0,694	83,18	6890
8	07.03.2020 22:45	38,34	0,8494	0,763	94,38	70799
9	07.03.2020 23:00	35,66	0,6498	0,68	77,69	58770
10	07.03.2020 23:15	52,43	0,4644	0,703	86,23	23289
11	07.03.2020 23:30	33,62	1,1163	0,758	92,85	65439
12	07.03.2020 23:45	27,81	1,0748	0,376	20,18	89979
1	08.03.2020 0:00	37,9	0,5448	0,503	44,83	46825
2	08.03.2020 0:15	42,64	0,3788	0,458	35,45	48798
3	08.03.2020 0:30	21,63	1,1353	0,669	82,32	85828
4	08.03.2020 0:45	42,83	0,7815	0,43	27,81	84582
5	08.03.2020 1:00	27,44	0,5495	0,513	47,08	22323
6	08.03.2020 1:15	41,06	0,879	0,458	37,12	70759
7	08.03.2020 1:30	38,67	0,1539	0,683	77,99	6893
8	08.03.2020 1:45	38,7	0,8455	0,791	100	70802
9	08.03.2020 2:00	35,73	0,6472	0,684	82,38	58773
10	08.03.2020 2:15	52,6	0,4617	0,724	86,2	23292
11	08.03.2020 2:30	33,79	1,1066	0,75	96,47	65442
12	08.03.2020 2:45	27,92	1,0678	0,334	10,09	89982
1	08.03.2020 3:00	37,86	0,5427	0,506	49,44	46828
2	08.03.2020 3:15	42,21	0,383	0,457	36,54	48801
3	08.03.2020 3:30	21,15	1,1397	0,735	92,78	85831
4	08.03.2020 3:45	42,47	0,788	0,361	21,94	84585
5	08.03.2020 4:00	27	0,5564	0,483	40,19	22326
6	08.03.2020 4:15	41,02	0,8884	0,47	39,47	70762
7	08.03.2020 4:30	38,67	0,1601	0,612	69,48	6896
8	08.03.2020 4:45	38,42	0,853	0,734	92,21	70805
9	08.03.2020 5:00	35,59	0,6573	0,659	79,69	58776
10	08.03.2020 5:15	52,18	0,4702	0,691	79,24	23295
11	08.03.2020 5:30	33,41	1,1086	0,725	93,76	65445
12	08.03.2020 5:45	27,61	1,0746	0,26	0,5	89985
1	08.03.2020 6:00	37,93	0,5505	0,544	55,65	46831
2	08.03.2020 6:15	42,23	0,3735	0,452	33,07	48804
3	08.03.2020 6:30	21,43	1,1392	0,785	100	85834
4	08.03.2020 6:45	42,87	0,7878	0,344	18,7	84588
5	08.03.2020 7:00	27,5	0,553	0,424	31,96	22329
6	08.03.2020 7:15	41,48	0,8871	0,525	48,03	70765
7	08.03.2020 7:30	38,9	0,1591	0,611	67,14	6899
8	08.03.2020 7:45	38,62	0,8512	0,731	95,85	70808
9	08.03.2020 8:00	35,61	0,653	0,685	86,51	58779
10	08.03.2020 8:15	52,33	0,4673	0,672	74,8	23298
11	08.03.2020 8:30	33,68	1,1078	0,708	89,75	65448
12	08.03.2020 8:45	28,06	1,0729	0,321	4,24	89988
1	08.03.2020 9:00	37,88	0,5457	0,622	65,52	46834
2	08.03.2020 9:15	41,88	0,3781	0,47	40,11	48807
3	08.03.2020 9:30	21,42	1,1494	0,794	100	85837
4	08.03.2020 9:45	42,47	0,7904	0,366	21,89	84591
5	08.03.2020 10:00	27,34	0,5618	0,49	38,03	22332
6	08.03.2020 10:15	41,08	0,8944	0,469	41,17	70768
7	08.03.2020 10:30	38,43	0,1693	0,633	67,36	6902
8	08.03.2020 10:45	38,15	0,8565	0,698	85,93	70811
9	08.03.2020 11:00	35,2	0,6534	0,746	95,89	58782
10	08.03.2020 11:15	52,2	0,477	0,691	84,18	23301
11	08.03.2020 11:30	33,44	1,1167	0,734	96,1	65451
12	08.03.2020 11:45	27,62	1,0769	0,316	10,32	89991
1	08.03.2020 12:00	37,93	0,5505	0,587	57,67	46837
2	08.03.2020 12:15	42,29	0,369	0,531	50,01	48810
3	08.03.2020 12:30	21,45	1,143	0,778	100	85840
4	08.03.2020 12:45	42,67	0,7821	0,385	24,6	84594
5	08.03.2020 13:00	27,79	0,5556	0,472	41,75	22335
6	08.03.2020 13:15	41,32	0,8857	0,46	32,85	70771
7	08.03.2020 13:30	38,49	0,169	0,658	75,24	6905
8	08.03.2020 13:45	38,47	0,8545	0,691	78,91	70814
9	08.03.2020 14:00	35,61	0,6482	0,741	92,75	58785
10	08.03.2020 14:15	52,67	0,4686	0,669	80,79	23304
11	08.03.2020 14:30	33,47	1,1099	0,758	100	65454
12	08.03.2020 14:45	27,87	1,0685	0,356	12,05	89994
1	08.03.2020 15:00	37,93	0,5443	0,553	54,46	46840
2	08.03.2020 15:15	42,15	0,3773	0,456	41,19	48813
3	08.03.2020 15:30	21,1	1,1505	0,738	96,46	85843
4	08.03.2020 15:45	42,37	0,7864	0,41	26,05	84597
5	08.03.2020 16:00	27,31	0,5658	0,439	34,03	22338
6	08.03.2020 16:15	41,03	0,89	0,415	26,02	70774
7	08.03.2020 16:30	38,13	0,1757	0,622	71,52	6908
8	08.03.2020 16:45	38,21	0,8588	0,696	85,91	70817
9	08.03.2020 17:00	35,57	0,6536	0,748	91,77	58788
10	08.03.2020 17:15	52,56	0,4728	0,704	82,82	23307
11	08.03.2020 17:30	33,29	1,1121	0,786	100	65457
12	08.03.2020 17:45	27,72	1,0763	0,353	16,36	89997
1	08.03.2020 18:00	37,98	0,5453	0,566	53,49	46843
2	08.03.2020 18:15	42,5	0,3767	0,433	33,99	48816
3	08.03.2020 18:30	21,39	1,1434	0,755	97,37	85846
4	08.03.2020 18:45	42,65	0,7812	0,468	35,63	84600
5	08.03.2020 19:00	27,59	0,5595	0,501	43,71	22341
6	08.03.2020 19:15	41,04	0,888	0,379	18,74	70777
7	08.03.2020 19:30	38,49	0,1742	0,598	63,02	6911
8	08.03.2020 19:45	38,47	0,8552	0,724	92,72	70820
9	08.03.2020 20:00	35,83	0,6469	0,729	88,62	58791
10	08.03.2020 20:15	52,66	0,4686	0,674	75,78	23310
11	08.03.2020 20:30	33,75	1,106	0,78	100	65460
12	08.03.2020 20:45	27,81	1,0692	0,345	10,26	90000
1	08.03.2020 21:00	37,9	0,5387	0,559	54,17	46846
2	08.03.2020 21:15	42,39	0,3869	0,442	31,18	48819
3	08.03.2020 21:30	21,01	1,1466	0,786	100	85849
4	08.03.2020 21:45	42,49	0,788	0,405	29,82	84603
5	08.03.2020 22:00	27,36	0,5665	0,519	48,12	22344
6	08.03.2020 22:15	40,87	0,8973	0,409	27,8	70780
7	08.03.2020 22:30	38,33	0,1774	0,609	70,3	6914
8	08.03.2020 22:45	37,99	0,8616	0,703	82,76	70823
9	08.03.2020 23:00	35,5	0,6523	0,689	79,71	58794
10	08.03.2020 23:15	52,43	0,4713	0,692	84,28	23313
11	08.03.2020 23:30	33,61	1,1115	0,775	99,4	65463
12	08.03.2020 23:45	27,64	1,0698	0,304	9,34	90003
1	09.03.2020 0:00	37,98	0,5466	0,6	61,65	46849
2	09.03.2020 0:15	42,69	0,3785	0,447	34,16	48822
3	09.03.2020 0:30	21,08	1,1446	0,792	100	85852
4	09.03.2020 0:45	42,99	0,7813	0,396	23,79	84606
5	09.03.2020 1:00	27,62	0,5609	0,497	43,91	22347
6	09.03.2020 1:15	41,07	0,8942	0,431	34,55	70783
7	09.03.2020 1:30	38,4	0,1728	0,661	77,17	6917
8	09.03.2020 1:45	38,44	0,8604	0,638	74,29	70826
9	09.03.2020 2:00	35,65	0,6514	0,664	74,54	58797
10	09.03.2020 2:15	52,48	0,4672	0,715	84,96	23316
11	09.03.2020 2:30	33,77	1,111	0,736	92,34	65466
12	09.03.2020 2:45	27,66	1,0656	0,291	1,27	90006
1	09.03.2020 3:00	37,98	0,5442	0,57	62,33	46852
2	09.03.2020 3:15	42,32	0,3814	0,441	32,38	48825
3	09.03.2020 3:30	20,65	1,1484	0,742	93,02	85855
4	09.03.2020 3:45	42,96	0,787	0,343	18,15	84609
5	09.03.2020 4:00	27,44	0,5635	0,526	49,94	22350
6	09.03.2020 4:15	40,84	0,895	0,46	38,73	70786
7	09.03.2020 4:30	37,95	0,1768	0,671	79,48	6920
8	09.03.2020 4:45	38,26	0,8652	0,697	80,38	70829
9	09.03.2020 5:00	35,51	0,6539	0,713	83,64	58800
10	09.03.2020 5:15	52,16	0,4735	0,675	83,01	23319
11	09.03.2020 5:30	33,65	1,1163	0,757	100	65469
12	09.03.2020 5:45	27,17	1,0694	0,275	0	90009
1	09.03.2020 6:00	38,01	0,5535	0,582	61,48	46855
2	09.03.2020 6:15	42,5	0,3769	0,424	32,32	48828
3	09.03.2020 6:30	21,03	1,1416	0,736	96,01	85858
4	09.03.2020 6:45	43,31	0,7806	0,368	15,76	84612
5	09.03.2020 7:00	27,55	0,5611	0,529	52,76	22353
6	09.03.2020 7:15	41,15	0,8876	0,482	42,63	70789
7	09.03.2020 7:30	38,36	0,1684	0,723	89,18	6923
8	09.03.2020 7:45	38,28	0,8584	0,615	70,94	70832
9	09.03.2020 8:00	35,8	0,652	0,718	85,35	58803
10	09.03.2020 8:15	52,27	0,4683	0,713	91,55	23322
11	09.03.2020 8:30	34,12	1,1145	0,733	90,96	65472
12	09.03.2020 8:45	27,54	1,067	0,301	8,98	90012
1	09.03.2020 9:00	37,98	0,5493	0,573	59,18	46858
2	09.03.2020 9:15	42,49	0,3776	0,471	38,37	48831
3	09.03.2020 9:30	20,71	1,1482	0,709	87,49	85861
4	09.03.2020 9:45	43,07	0,7888	0,383	17,03	84615
5	09.03.2020 10:00	27,41	0,5702	0,549	55,12	22356
6	09.03.2020 10:15	41,05	0,8947	0,546	51,03	70792
7	09.03.2020 10:30	38,31	0,1738	0,707	87,39	6926
8	09.03.2020 10:45	38,07	0,8615	0,608	69,98	70835
9	09.03.2020 11:00	35,42	0,6564	0,739	95,63	58806
10	09.03.2020 11:15	52,02	0,4735	0,716	83,81	23325
11	09.03.2020 11:30	33,79	1,1227	0,799	100	65475
12	09.03.2020 11:45	27,37	1,07	0,327	7,39	90015
1	09.03.2020 12:00	38,03	0,5576	0,608	62,38	46861
2	09.03.2020 12:15	42,68	0,3708	0,436	31,88	48834
3	09.03.2020 12:30	20,85	1,1455	0,779	97,14	85864
4	09.03.2020 12:45	43,36	0,7796	0,343	13,69	84618
5	09.03.2020 13:00	27,84	0,5611	0,516	45,05	22359
6	09.03.2020 13:15	41,31	0,8868	0,532	50,91	70795
7	09.03.2020 13:30	38,69	0,1731	0,701	84,01	6929
8	09.03.2020 13:45	38,26	0,8535	0,628	66,94	70838
9	09.03.2020 14:00	35,66	0,6559	0,725	93,2	58809
10	09.03.2020 14:15	52,19	0,4718	0,623	74,56	23328
11	09.03.2020 14:30	33,91	1,1204	0,796	100	65478
12	09.03.2020 14:45	27,66	1,0695	0,297	8,93	90018
1	09.03.2020 15:00	38,03	0,5482	0,577	58,91	46864
2	09.03.2020 15:15	42,54	0,3801	0,465	36,35	48837
3	09.03.2020 15:30	20,48	1,1483	0,733	89,52	85867
4	09.03.2020 15:45	43,31	0,7812	0,325	6,16	84621
5	09.03.2020 16:00	27,54	0,5655	0,474	35,32	22362
6	09.03.2020 16:15	41,18	0,8933	0,529	47,12	70798
7	09.03.2020 16:30	38,4	0,1813	0,705	83,04	6932
8	09.03.2020 16:45	38,2	0,8553	0,589	66,22	70841
9	09.03.2020 17:00	35,6	0,663	0,754	100	58812
10	09.03.2020 17:15	51,99	0,473	0,634	67,97	23331
11	09.03.2020 17:30	33,53	1,1274	0,743	96	65481
12	09.03.2020 17:45	27,19	1,0702	0,3	4,06	90021
1	09.03.2020 18:00	38,11	0,5563	0,614	63,24	46867
2	09.03.2020 18:15	42,91	0,3745	0,43	28,89	48840
3	09.03.2020 18:30	20,56	1,1473	0,727	89,4	85870
4	09.03.2020 18:45	43,75	0,7728	0,301	3,76	84624
5	09.03.2020 19:00	27,9	0,5578	0,449	31,07	22365
6	09.03.2020 19:15	41,32	0,8869	0,547	54,03	70801
7	09.03.2020 19:30	38,68	0,1729	0,659	73,92	6935
8	09.03.2020 19:45	38,53	0,8549	0,613	67,93	70844
9	09.03.2020 20:00	35,63	0,655	0,783	100	58815
10	09.03.2020 20:15	52,28	0,4662	0,57	60,48	23334
11	09.03.2020 20:30	33,67	1,1229	0,753	93,63	65484
12	09.03.2020 20:45	27,31	1,0642	0,256	0,86	90024
1	09.03.2020 21:00	38,08	0,5479	0,615	70,77	46870
2	09.03.2020 21:15	42,89	0,3778	0,44	35,33	48843
