Machine ID	Date	Temperature	Vibration	Power	System load	Work time
3	05.02.2020 3:30:00	20,01	0,9709	0,628	68,06	85066
4	05.02.2020 3:45:00	38,34	0,7026	0,581	63,98	83820
5	05.02.2020 4:00:00	25,51	0,4154	0,567	60,30	21561
6	05.02.2020 4:15:00	38,28	0,7885	0,766	100,00	69997
7	05.02.2020 4:30:00	35,32	0,0811	0,649	76,94	6131
8	05.02.2020 4:45:00	36,48	0,7673	0,677	78,10	70040
9	05.02.2020 5:00:00	33,24	0,6098	0,363	15,52	58011
10	05.02.2020 5:15:00	49,68	0,3681	0,515	47,63	22530
11	05.02.2020 5:30:00	28,37	0,9871	0,504	48,28	64680
12	05.02.2020 5:45:00	29,34	0,9914	0,288	0,00	89220
1	05.02.2020 6:00:00	35,44	0,4132	0,378	21,91	46063
2	05.02.2020 6:15:00	42,57	0,3972	0,425	28,54	48039
3	05.02.2020 6:30:00	20,12	0,9710	0,650	70,78	85069
4	05.02.2020 6:45:00	38,48	0,6958	0,631	66,79	83823
5	05.02.2020 7:00:00	26,00	0,4084	0,554	59,17	21564
6	05.02.2020 7:15:00	38,53	0,7835	0,753	97,91	70000
7	05.02.2020 7:30:00	35,35	0,0758	0,638	68,52	6134
8	05.02.2020 7:45:00	36,66	0,7608	0,708	87,04	70043
9	05.02.2020 8:00:00	33,46	0,6068	0,307	6,05	58014
10	05.02.2020 8:15:00	50,16	0,3661	0,453	38,24	22533
11	05.02.2020 8:30:00	28,56	0,9851	0,447	38,86	64683
12	05.02.2020 8:45:00	29,41	0,9851	0,252	0,00	89223
1	05.02.2020 9:00:00	35,39	0,4093	0,388	17,81	46066
2	05.02.2020 9:15:00	42,36	0,4031	0,456	34,94	48042
3	05.02.2020 9:30:00	19,79	0,9795	0,593	68,15	85072
4	05.02.2020 9:45:00	38,46	0,7049	0,669	74,00	83826
5	05.02.2020 10:00:00	25,55	0,4157	0,558	51,63	21567
6	05.02.2020 10:15:00	38,07	0,7934	0,773	98,95	70003
7	05.02.2020 10:30:00	34,88	0,0843	0,617	70,77	6137
8	05.02.2020 10:45:00	36,31	0,7662	0,645	77,23	70046
9	05.02.2020 11:00:00	33,43	0,6107	0,290	0,00	58017
10	05.02.2020 11:15:00	49,98	0,3702	0,471	37,61	22536
11	05.02.2020 11:30:00	28,24	0,9885	0,444	30,04	64686
12	05.02.2020 11:45:00	29,01	0,9912	0,307	4,45	89226
1	05.02.2020 12:00:00	35,48	0,4162	0,385	23,12	46069
2	05.02.2020 12:15:00	42,58	0,4032	0,521	44,51	48045
3	05.02.2020 12:30:00	20,29	0,9782	0,650	77,74	85075
4	05.02.2020 12:45:00	38,79	0,6990	0,652	72,51	83829
5	05.02.2020 13:00:00	25,88	0,4123	0,487	45,21	21570
6	05.02.2020 13:15:00	38,50	0,7843	0,761	96,90	70006
7	05.02.2020 13:30:00	35,00	0,0754	0,637	70,34	6140
8	05.02.2020 13:45:00	36,38	0,7657	0,693	80,09	70049
9	05.02.2020 14:00:00	33,77	0,6072	0,279	5,61	58020
10	05.02.2020 14:15:00	50,24	0,3688	0,492	47,44	22539
11	05.02.2020 14:30:00	28,57	0,9840	0,428	27,04	64689
12	05.02.2020 14:45:00	29,16	0,9914	0,318	10,32	89229
1	05.02.2020 15:00:00	35,39	0,4151	0,366	17,08	46072
2	05.02.2020 15:15:00	42,13	0,4067	0,474	36,71	48048
3	05.02.2020 15:30:00	20,05	0,9826	0,648	75,78	85078
4	05.02.2020 15:45:00	38,35	0,7014	0,610	69,67	83832
5	05.02.2020 16:00:00	25,69	0,4150	0,463	36,45	21573
6	05.02.2020 16:15:00	38,51	0,7876	0,743	96,99	70009
7	05.02.2020 16:30:00	34,71	0,0821	0,599	62,41	6143
8	05.02.2020 16:45:00	36,39	0,7744	0,643	74,15	70052
9	05.02.2020 17:00:00	33,51	0,6124	0,329	7,91	58023
10	05.02.2020 17:15:00	49,78	0,3757	0,499	47,88	22542
11	05.02.2020 17:30:00	28,13	0,9927	0,362	18,51	64692
12	05.02.2020 17:45:00	28,85	0,9917	0,287	3,72	89232
1	05.02.2020 18:00:00	35,47	0,4221	0,392	26,54	46075
2	05.02.2020 18:15:00	42,59	0,4006	0,498	46,45	48051
3	05.02.2020 18:30:00	20,10	0,9810	0,649	78,36	85081
4	05.02.2020 18:45:00	38,77	0,6942	0,656	77,44	83835
5	05.02.2020 19:00:00	25,87	0,4106	0,455	33,40	21576
6	05.02.2020 19:15:00	38,87	0,7808	0,770	100,00	70012
7	05.02.2020 19:30:00	34,97	0,0789	0,552	58,99	6146
8	05.02.2020 19:45:00	36,51	0,7693	0,677	80,07	70055
9	05.02.2020 20:00:00	33,79	0,6066	0,312	10,49	58026
10	05.02.2020 20:15:00	49,94	0,3698	0,527	49,87	22545
11	05.02.2020 20:30:00	28,19	0,9857	0,389	23,11	64695
12	05.02.2020 20:45:00	29,31	0,9860	0,295	0,00	89235
1	05.02.2020 21:00:00	35,44	0,4203	0,454	35,32	46078
2	05.02.2020 21:15:00	42,43	0,4098	0,468	37,86	48054
3	05.02.2020 21:30:00	19,63	0,9901	0,683	84,48	85084
4	05.02.2020 21:45:00	38,73	0,6959	0,656	78,66	83838
5	05.02.2020 22:00:00	25,87	0,4113	0,436	30,54	21579
6	05.02.2020 22:15:00	38,58	0,7896	0,752	100,00	70015
7	05.02.2020 22:30:00	34,80	0,0825	0,563	57,18	6149
8	05.02.2020 22:45:00	36,39	0,7792	0,728	86,52	70058
9	05.02.2020 23:00:00	33,46	0,6094	0,327	10,91	58029
10	05.02.2020 23:15:00	49,76	0,3733	0,496	47,14	22548
11	05.02.2020 23:30:00	28,17	0,9948	0,421	33,13	64698
12	05.02.2020 23:45:00	29,02	0,9899	0,268	0,00	89238
1	06.02.2020 0:00:00	35,52	0,4269	0,452	33,46	46081
2	06.02.2020 0:15:00	42,69	0,4029	0,491	46,56	48057
3	06.02.2020 0:30:00	19,92	0,9860	0,665	74,00	85087
4	06.02.2020 0:45:00	38,82	0,6906	0,696	81,46	83841
5	06.02.2020 1:00:00	25,90	0,4025	0,414	27,38	21582
6	06.02.2020 1:15:00	38,91	0,7863	0,756	100,00	70018
7	06.02.2020 1:30:00	35,24	0,0811	0,583	64,14	6152
8	06.02.2020 1:45:00	36,59	0,7736	0,717	89,40	70061
9	06.02.2020 2:00:00	33,78	0,6086	0,318	6,54	58032
10	06.02.2020 2:15:00	49,85	0,3654	0,488	42,96	22551
11	06.02.2020 2:30:00	28,51	0,9873	0,457	34,74	64701
12	06.02.2020 2:45:00	29,24	0,9870	0,325	9,55	89241
1	06.02.2020 3:00:00	35,51	0,4223	0,393	25,34	46084
2	06.02.2020 3:15:00	42,27	0,4047	0,472	43,71	48060
3	06.02.2020 3:30:00	19,49	0,9902	0,651	80,15	85090
4	06.02.2020 3:45:00	38,56	0,6947	0,719	91,90	83844
5	06.02.2020 4:00:00	25,57	0,4054	0,427	30,67	21585
6	06.02.2020 4:15:00	38,80	0,7913	0,765	100,00	70021
7	06.02.2020 4:30:00	34,93	0,0910	0,597	67,43	6155
8	06.02.2020 4:45:00	36,12	0,7749	0,729	86,62	70064
9	06.02.2020 5:00:00	33,30	0,6098	0,286	1,00	58035
10	06.02.2020 5:15:00	49,82	0,3719	0,508	49,07	22554
11	06.02.2020 5:30:00	28,05	0,9959	0,475	35,99	64704
12	06.02.2020 5:45:00	29,14	0,9971	0,317	4,98	89244
1	06.02.2020 6:00:00	35,61	0,4254	0,435	29,64	46087
2	06.02.2020 6:15:00	42,63	0,3973	0,485	46,64	48063
3	06.02.2020 6:30:00	19,94	0,9883	0,719	83,92	85093
4	06.02.2020 6:45:00	38,75	0,6889	0,709	87,62	83847
5	06.02.2020 7:00:00	25,82	0,4039	0,396	26,50	21588
6	06.02.2020 7:15:00	38,97	0,7820	0,763	100,00	70024
7	06.02.2020 7:30:00	35,07	0,0876	0,664	75,24	6158
8	06.02.2020 7:45:00	36,44	0,7682	0,675	80,27	70067
9	06.02.2020 8:00:00	33,58	0,6036	0,316	6,61	58038
10	06.02.2020 8:15:00	50,03	0,3688	0,551	57,62	22557
11	06.02.2020 8:30:00	28,14	0,9932	0,491	45,93	64707
12	06.02.2020 8:45:00	29,61	0,9935	0,303	4,86	89247
1	06.02.2020 9:00:00	35,53	0,4209	0,390	21,30	46090
2	06.02.2020 9:15:00	42,21	0,4070	0,512	50,87	48066
3	06.02.2020 9:30:00	19,51	0,9925	0,677	84,09	85096
4	06.02.2020 9:45:00	38,56	0,6897	0,650	77,71	83850
5	06.02.2020 10:00:00	25,75	0,4073	0,434	29,60	21591
6	06.02.2020 10:15:00	38,85	0,7837	0,788	100,00	70027
7	06.02.2020 10:30:00	35,00	0,0926	0,660	80,56	6161
8	06.02.2020 10:45:00	36,09	0,7723	0,645	71,75	70070
9	06.02.2020 11:00:00	33,32	0,6071	0,279	5,83	58041
10	06.02.2020 11:15:00	49,67	0,3721	0,552	59,93	22560
11	06.02.2020 11:30:00	28,12	1,0006	0,550	55,19	64710
12	06.02.2020 11:45:00	29,18	1,0038	0,362	13,27	89250
1	06.02.2020 12:00:00	35,55	0,4241	0,334	12,48	46093
2	06.02.2020 12:15:00	42,45	0,4045	0,582	60,75	48069
3	06.02.2020 12:30:00	19,99	0,9841	0,685	82,76	85099
4	06.02.2020 12:45:00	38,66	0,6807	0,650	73,35	83853
5	06.02.2020 13:00:00	26,06	0,4006	0,437	36,35	21594
6	06.02.2020 13:15:00	39,04	0,7818	0,733	94,99	70030
7	06.02.2020 13:30:00	35,17	0,0903	0,680	78,53	6164
8	06.02.2020 13:45:00	36,14	0,7714	0,682	77,51	70073
9	06.02.2020 14:00:00	33,61	0,5984	0,338	10,78	58044
10	06.02.2020 14:15:00	49,93	0,3638	0,541	50,49	22563
11	06.02.2020 14:30:00	28,20	0,9929	0,510	49,93	64713
12	06.02.2020 14:45:00	29,61	0,9981	0,370	17,21	89253
1	06.02.2020 15:00:00	35,48	0,4173	0,352	17,43	46096
2	06.02.2020 15:15:00	42,41	0,4050	0,597	66,92	48072
3	06.02.2020 15:30:00	19,82	0,9870	0,636	77,06	85102
4	06.02.2020 15:45:00	38,61	0,6827	0,615	68,54	83856
5	06.02.2020 16:00:00	25,58	0,4013	0,417	27,77	21597
6	06.02.2020 16:15:00	38,86	0,7844	0,746	92,26	70033
7	06.02.2020 16:30:00	34,68	0,0951	0,687	83,73	6167
8	06.02.2020 16:45:00	36,12	0,7725	0,628	72,80	70076
9	06.02.2020 17:00:00	33,62	0,6040	0,311	6,94	58047
10	06.02.2020 17:15:00	49,88	0,3687	0,579	59,60	22566
11	06.02.2020 17:30:00	28,20	0,9946	0,564	53,41	64716
12	06.02.2020 17:45:00	29,46	1,0012	0,370	16,48	89256
1	06.02.2020 18:00:00	35,56	0,4275	0,339	13,81	46099
2	06.02.2020 18:15:00	42,62	0,3990	0,624	65,67	48075
3	06.02.2020 18:30:00	19,95	0,9845	0,699	82,97	85105
4	06.02.2020 18:45:00	38,85	0,6818	0,601	68,46	83859
5	06.02.2020 19:00:00	25,66	0,4011	0,418	26,45	21600
6	06.02.2020 19:15:00	39,17	0,7771	0,734	90,21	70036
7	06.02.2020 19:30:00	34,74	0,0872	0,732	86,52	6170
8	06.02.2020 19:45:00	36,34	0,7661	0,618	71,77	70079
9	06.02.2020 20:00:00	33,97	0,6024	0,337	8,75	58050
10	06.02.2020 20:15:00	50,38	0,3683	0,580	57,25	22569
11	06.02.2020 20:30:00	28,23	0,9864	0,562	55,40	64719
12	06.02.2020 20:45:00	29,76	0,9957	0,292	8,27	89259
1	06.02.2020 21:00:00	35,51	0,4228	0,314	6,34	46102
2	06.02.2020 21:15:00	42,25	0,4070	0,574	62,94	48078
3	06.02.2020 21:30:00	19,61	0,9906	0,652	78,37	85108
4	06.02.2020 21:45:00	38,45	0,6887	0,618	66,72	83862
5	06.02.2020 22:00:00	25,42	0,4098	0,417	25,74	21603
6	06.02.2020 22:15:00	38,98	0,7812	0,748	96,37	70039
7	06.02.2020 22:30:00	34,61	0,0965	0,724	86,57	6173
8	06.02.2020 22:45:00	36,31	0,7746	0,627	68,03	70082
9	06.02.2020 23:00:00	33,83	0,6103	0,350	13,99	58053
10	06.02.2020 23:15:00	49,92	0,3751	0,529	54,52	22572
11	06.02.2020 23:30:00	27,92	0,9930	0,563	56,71	64722
12	06.02.2020 23:45:00	29,29	1,0058	0,361	14,68	89262
1	07.02.2020 0:00:00	35,58	0,4231	0,292	5,77	46105
2	07.02.2020 0:15:00	42,72	0,4042	0,575	61,82	48081
3	07.02.2020 0:30:00	20,09	0,9905	0,642	71,12	85111
4	07.02.2020 0:45:00	38,93	0,6833	0,622	67,24	83865
5	07.02.2020 1:00:00	25,63	0,4023	0,392	19,47	21606
6	07.02.2020 1:15:00	39,00	0,7800	0,778	99,03	70042
7	07.02.2020 1:30:00	35,09	0,0958	0,716	92,27	6176
8	07.02.2020 1:45:00	36,53	0,7724	0,591	61,86	70085
9	07.02.2020 2:00:00	34,23	0,6011	0,352	18,95	58056
10	07.02.2020 2:15:00	50,23	0,3680	0,516	47,03	22575
11	07.02.2020 2:30:00	28,24	0,9913	0,530	47,57	64725
12	07.02.2020 2:45:00	29,35	1,0059	0,347	14,67	89265
1	07.02.2020 3:00:00	35,57	0,4137	0,321	6,41	46108
2	07.02.2020 3:15:00	42,73	0,4142	0,558	53,21	48084
3	07.02.2020 3:30:00	19,81	0,9935	0,656	80,39	85114
4	07.02.2020 3:45:00	38,77	0,6856	0,570	57,57	83868
5	07.02.2020 4:00:00	25,40	0,4061	0,350	10,51	21609
6	07.02.2020 4:15:00	38,59	0,7870	0,781	100,00	70045
7	07.02.2020 4:30:00	34,93	0,0985	0,723	94,51	6179
8	07.02.2020 4:45:00	36,42	0,7744	0,605	69,27	70088
9	07.02.2020 5:00:00	34,03	0,6081	0,392	23,12	58059
10	07.02.2020 5:15:00	49,86	0,3686	0,530	49,49	22578
11	07.02.2020 5:30:00	28,04	0,9934	0,531	51,80	64728
12	07.02.2020 5:45:00	29,08	1,0084	0,366	20,09	89268
1	07.02.2020 6:00:00	35,66	0,4229	0,297	6,90	46111
2	07.02.2020 6:15:00	43,13	0,4099	0,520	49,84	48087
3	07.02.2020 6:30:00	20,10	0,9921	0,657	74,21	85117
4	07.02.2020 6:45:00	38,87	0,6779	0,514	49,14	83871
5	07.02.2020 7:00:00	25,76	0,4011	0,302	10,32	21612
6	07.02.2020 7:15:00	38,84	0,7810	0,725	92,53	70048
7	07.02.2020 7:30:00	35,21	0,0922	0,761	100,00	6182
8	07.02.2020 7:45:00	36,77	0,7737	0,669	75,98	70091
9	07.02.2020 8:00:00	34,13	0,5996	0,414	26,68	58062
10	07.02.2020 8:15:00	50,32	0,3662	0,463	39,03	22581
11	07.02.2020 8:30:00	28,40	0,9930	0,523	46,43	64731
12	07.02.2020 8:45:00	29,57	1,0063	0,367	15,91	89271
1	07.02.2020 9:00:00	35,60	0,4165	0,274	4,57	46114
2	07.02.2020 9:15:00	43,03	0,4163	0,496	44,05	48090
3	07.02.2020 9:30:00	19,72	1,0010	0,650	77,55	85120
4	07.02.2020 9:45:00	38,88	0,6835	0,480	42,24	83874
5	07.02.2020 10:00:00	25,41	0,4107	0,341	11,41	21615
6	07.02.2020 10:15:00	38,50	0,7818	0,779	99,76	70051
7	07.02.2020 10:30:00	34,90	0,0952	0,758	97,17	6185
8	07.02.2020 10:45:00	36,30	0,7792	0,686	77,32	70094
9	07.02.2020 11:00:00	33,92	0,6001	0,416	28,17	58065
10	07.02.2020 11:15:00	50,14	0,3670	0,447	37,46	22584
11	07.02.2020 11:30:00	28,19	0,9962	0,509	43,57	64734
12	07.02.2020 11:45:00	29,26	1,0136	0,391	24,19	89274
1	07.02.2020 12:00:00	35,67	0,4259	0,306	6,90	46117
2	07.02.2020 12:15:00	43,08	0,4082	0,461	35,02	48093
3	07.02.2020 12:30:00	19,98	0,9941	0,645	75,32	85123
4	07.02.2020 12:45:00	39,03	0,6783	0,466	35,95	83877
5	07.02.2020 13:00:00	25,46	0,4044	0,355	16,14	21618
6	07.02.2020 13:15:00	38,78	0,7735	0,770	100,00	70054
7	07.02.2020 13:30:00	35,25	0,0953	0,732	90,69	6188
8	07.02.2020 13:45:00	36,36	0,7788	0,672	81,25	70097
9	07.02.2020 14:00:00	34,01	0,5965	0,391	19,71	58068
10	07.02.2020 14:15:00	50,63	0,3652	0,471	38,12	22587
11	07.02.2020 14:30:00	28,64	0,9915	0,500	49,36	64737
12	07.02.2020 14:45:00	29,31	1,0097	0,360	17,73	89277
1	07.02.2020 15:00:00	35,62	0,4192	0,347	9,56	46120
2	07.02.2020 15:15:00	42,93	0,4176	0,499	44,32	48096
3	07.02.2020 15:30:00	19,95	1,0012	0,703	85,57	85126
4	07.02.2020 15:45:00	38,86	0,6799	0,410	29,35	83880
5	07.02.2020 16:00:00	25,04	0,4102	0,333	10,28	21621
6	07.02.2020 16:15:00	38,76	0,7757	0,753	92,38	70057
7	07.02.2020 16:30:00	34,88	0,1044	0,701	83,84	6191
8	07.02.2020 16:45:00	36,07	0,7820	0,678	78,48	70100
9	07.02.2020 17:00:00	33,88	0,6066	0,382	21,74	58071
10	07.02.2020 17:15:00	50,58	0,3670	0,449	36,55	22590
11	07.02.2020 17:30:00	28,36	1,0009	0,539	53,58	64740
12	07.02.2020 17:45:00	28,97	1,0138	0,400	21,82	89280
1	07.02.2020 18:00:00	35,64	0,4285	0,385	17,02	46123
2	07.02.2020 18:15:00	43,12	0,4104	0,513	43,89	48099
3	07.02.2020 18:30:00	20,28	0,9943	0,722	91,14	85129
4	07.02.2020 18:45:00	39,28	0,6713	0,446	38,32	83883
5	07.02.2020 19:00:00	25,52	0,4066	0,317	11,26	21624
6	07.02.2020 19:15:00	39,09	0,7725	0,751	91,91	70060
7	07.02.2020 19:30:00	34,96	0,1013	0,628	73,45	6194
8	07.02.2020 19:45:00	36,35	0,7790	0,638	76,04	70103
9	07.02.2020 20:00:00	34,01	0,6053	0,318	11,59	58074
10	07.02.2020 20:15:00	50,97	0,3584	0,458	32,14	22593
11	07.02.2020 20:30:00	28,50	0,9984	0,554	54,13	64743
12	07.02.2020 20:45:00	29,00	1,0104	0,413	25,66	89283
1	07.02.2020 21:00:00	35,55	0,4265	0,359	17,58	46126
2	07.02.2020 21:15:00	42,73	0,4126	0,515	43,15	48102
3	07.02.2020 21:30:00	20,27	1,0003	0,722	90,20	85132
4	07.02.2020 21:45:00	39,15	0,6717	0,477	36,34	83886
5	07.02.2020 22:00:00	25,15	0,4163	0,333	15,56	21627
6	07.02.2020 22:15:00	38,64	0,7772	0,713	90,93	70063
7	07.02.2020 22:30:00	34,77	0,1084	0,679	83,53	6197
8	07.02.2020 22:45:00	36,32	0,7878	0,679	81,22	70106
9	07.02.2020 23:00:00	33,73	0,6084	0,358	17,06	58077
10	07.02.2020 23:15:00	50,66	0,3686	0,449	39,23	22596
11	07.02.2020 23:30:00	28,51	1,0047	0,590	60,19	64746
12	07.02.2020 23:45:00	28,73	1,0150	0,359	15,80	89286
1	08.02.2020 0:00:00	35,58	0,4331	0,373	15,85	46129
2	08.02.2020 0:15:00	42,79	0,4115	0,428	33,69	48105
3	08.02.2020 0:30:00	20,38	0,9918	0,721	86,92	85135
4	08.02.2020 0:45:00	39,31	0,6654	0,485	45,03	83889
5	08.02.2020 1:00:00	25,24	0,4115	0,331	13,09	21630
6	08.02.2020 1:15:00	38,75	0,7696	0,738	94,83	70066
7	08.02.2020 1:30:00	34,88	0,1025	0,738	88,33	6200
8	08.02.2020 1:45:00	36,63	0,7796	0,670	82,18	70109
9	08.02.2020 2:00:00	33,96	0,6071	0,418	24,98	58080
10	08.02.2020 2:15:00	50,95	0,3641	0,437	36,22	22599
11	08.02.2020 2:30:00	28,61	1,0046	0,608	68,85	64749
12	08.02.2020 2:45:00	28,79	1,0107	0,306	5,69	89289
1	08.02.2020 3:00:00	35,52	0,4321	0,369	18,39	46132
2	08.02.2020 3:15:00	42,43	0,4189	0,492	41,82	48108
3	08.02.2020 3:30:00	20,33	0,9994	0,681	84,40	85138
4	08.02.2020 3:45:00	38,89	0,6670	0,520	52,27	83892
5	08.02.2020 4:00:00	25,23	0,4143	0,350	18,10	21633
6	08.02.2020 4:15:00	38,36	0,7731	0,719	92,21	70069
7	08.02.2020 4:30:00	34,81	0,1098	0,684	82,50	6203
8	08.02.2020 4:45:00	36,62	0,7806	0,689	78,25	70112
9	08.02.2020 5:00:00	33,74	0,6113	0,394	19,12	58083
10	08.02.2020 5:15:00	50,53	0,3648	0,483	42,51	22602
11	08.02.2020 5:30:00	28,55	1,0135	0,603	61,98	64752
12	08.02.2020 5:45:00	28,67	1,0176	0,278	0,00	89292
1	08.02.2020 6:00:00	35,60	0,4344	0,314	11,60	46135
2	08.02.2020 6:15:00	42,68	0,4156	0,526	45,41	48111
3	08.02.2020 6:30:00	20,51	0,9932	0,699	82,07	85141
4	08.02.2020 6:45:00	39,14	0,6610	0,517	46,84	83895
5	08.02.2020 7:00:00	25,42	0,4096	0,328	8,02	21636
6	08.02.2020 7:15:00	38,41	0,7678	0,691	84,18	70072
7	08.02.2020 7:30:00	35,15	0,1082	0,660	81,49	6206
8	08.02.2020 7:45:00	36,97	0,7786	0,657	79,99	70115
9	08.02.2020 8:00:00	33,82	0,6113	0,367	23,10	58086
10	08.02.2020 8:15:00	50,70	0,3622	0,497	40,27	22605
11	08.02.2020 8:30:00	28,87	1,0073	0,613	67,73	64755
12	08.02.2020 8:45:00	29,08	1,0137	0,276	0,00	89295
1	08.02.2020 9:00:00	35,59	0,4312	0,337	17,20	46138
2	08.02.2020 9:15:00	42,22	0,4207	0,538	50,75	48114
3	08.02.2020 9:30:00	20,21	0,9989	0,723	86,38	85144
4	08.02.2020 9:45:00	38,92	0,6644	0,538	56,03	83898
5	08.02.2020 10:00:00	25,00	0,4106	0,268	0,00	21639
6	08.02.2020 10:15:00	38,26	0,7738	0,771	94,44	70075
7	08.02.2020 10:30:00	34,69	0,1152	0,698	82,99	6209
8	08.02.2020 10:45:00	36,88	0,7861	0,701	85,48	70118
9	08.02.2020 11:00:00	33,53	0,6198	0,391	18,33	58089
10	08.02.2020 11:15:00	50,47	0,3707	0,489	42,33	22608
11	08.02.2020 11:30:00	28,75	1,0155	0,608	70,84	64758
12	08.02.2020 11:45:00	28,85	1,0158	0,337	8,40	89298
1	08.02.2020 12:00:00	35,67	0,4411	0,403	21,29	46141
2	08.02.2020 12:15:00	42,50	0,4193	0,501	42,49	48117
3	08.02.2020 12:30:00	20,51	0,9964	0,695	85,20	85147
4	08.02.2020 12:45:00	39,39	0,6569	0,544	53,85	83901
5	08.02.2020 13:00:00	25,11	0,4107	0,257	0,00	21642
6	08.02.2020 13:15:00	38,39	0,7672	0,699	86,99	70078
7	08.02.2020 13:30:00	34,90	0,1098	0,681	82,62	6212
8	08.02.2020 13:45:00	36,95	0,7806	0,699	89,34	70121
9	08.02.2020 14:00:00	33,78	0,6180	0,403	22,92	58092
10	08.02.2020 14:15:00	50,95	0,3678	0,500	49,07	22611
11	08.02.2020 14:30:00	29,02	1,0064	0,624	73,40	64761
12	08.02.2020 14:45:00	29,02	1,0106	0,325	9,17	89301
1	08.02.2020 15:00:00	35,65	0,4366	0,422	25,97	46144
2	08.02.2020 15:15:00	42,16	0,4259	0,465	39,83	48120
3	08.02.2020 15:30:00	20,02	1,0055	0,708	91,56	85150
4	08.02.2020 15:45:00	39,02	0,6621	0,563	62,07	83904
5	08.02.2020 16:00:00	24,69	0,4205	0,254	0,00	21645
6	08.02.2020 16:15:00	38,31	0,7770	0,677	79,27	70081
7	08.02.2020 16:30:00	34,77	0,1112	0,690	81,69	6215
8	08.02.2020 16:45:00	36,82	0,7899	0,743	91,58	70124
9	08.02.2020 17:00:00	33,68	0,6224	0,379	22,09	58095
10	08.02.2020 17:15:00	50,76	0,3780	0,569	54,50	22614
11	08.02.2020 17:30:00	28,63	1,0157	0,668	79,47	64764
12	08.02.2020 17:45:00	28,62	1,0165	0,321	4,52	89304
1	08.02.2020 18:00:00	35,74	0,4419	0,371	18,18	46147
2	08.02.2020 18:15:00	42,40	0,4169	0,496	40,74	48123
3	08.02.2020 18:30:00	20,32	1,0037	0,775	96,43	85153
4	08.02.2020 18:45:00	39,22	0,6574	0,552	57,76	83907
5	08.02.2020 19:00:00	24,71	0,4200	0,288	0,00	21648
6	08.02.2020 19:15:00	38,35	0,7736	0,704	87,89	70084
7	08.02.2020 19:30:00	34,89	0,1062	0,710	82,60	6218
8	08.02.2020 19:45:00	36,92	0,7851	0,725	92,18	70127
9	08.02.2020 20:00:00	33,97	0,6147	0,346	17,89	58098
10	08.02.2020 20:15:00	50,99	0,3760	0,570	60,32	22617
11	08.02.2020 20:30:00	28,77	1,0084	0,665	75,37	64767
12	08.02.2020 20:45:00	29,10	1,0155	0,290	6,47	89307
1	08.02.2020 21:00:00	35,72	0,4389	0,404	23,10	46150
2	08.02.2020 21:15:00	42,21	0,4239	0,462	42,10	48126
3	08.02.2020 21:30:00	20,06	1,0076	0,745	91,58	85156
4	08.02.2020 21:45:00	39,18	0,6629	0,571	57,76	83910
5	08.02.2020 22:00:00	24,36	0,4276	0,312	3,33	21651
6	08.02.2020 22:15:00	38,07	0,7807	0,739	96,28	70087
7	08.02.2020 22:30:00	34,67	0,1105	0,639	76,68	6221
8	08.02.2020 22:45:00	36,93	0,7889	0,743	94,46	70130
9	08.02.2020 23:00:00	33,97	0,6170	0,344	17,23	58101
10	08.02.2020 23:15:00	50,59	0,3835	0,590	65,71	22620
11	08.02.2020 23:30:00	28,31	1,0110	0,580	65,59	64770
12	08.02.2020 23:45:00	28,84	1,0205	0,297	5,91	89310
1	09.02.2020 0:00:00	35,80	0,4463	0,325	13,51	46153
2	09.02.2020 0:15:00	42,55	0,4232	0,504	47,86	48129
3	09.02.2020 0:30:00	20,35	1,0061	0,690	82,17	85159
4	09.02.2020 0:45:00	39,25	0,6587	0,558	60,51	83913
5	09.02.2020 1:00:00	24,78	0,4267	0,284	0,00	21654
6	09.02.2020 1:15:00	38,41	0,7742	0,772	95,08	70090
7	09.02.2020 1:30:00	34,95	0,1056	0,722	85,53	6224
8	09.02.2020 1:45:00	36,94	0,7889	0,785	100,00	70133
9	09.02.2020 2:00:00	34,30	0,6083	0,425	27,08	58104
10	09.02.2020 2:15:00	50,67	0,3796	0,627	74,62	22623
11	09.02.2020 2:30:00	28,80	1,0035	0,657	72,38	64773
12	09.02.2020 2:45:00	29,27	1,0133	0,293	6,64	89313
1	09.02.2020 3:00:00	35,79	0,4446	0,403	23,40	46156
2	09.02.2020 3:15:00	42,39	0,4236	0,528	49,06	48132
3	09.02.2020 3:30:00	19,98	1,0105	0,655	79,35	85162
4	09.02.2020 3:45:00	39,07	0,6644	0,612	66,51	83916
5	09.02.2020 4:00:00	24,71	0,4288	0,272	0,00	21657
6	09.02.2020 4:15:00	38,08	0,7800	0,753	100,00	70093
7	09.02.2020 4:30:00	34,93	0,1091	0,655	75,62	6227
8	09.02.2020 4:45:00	36,71	0,7926	0,769	96,35	70136
9	09.02.2020 5:00:00	33,88	0,6113	0,408	30,19	58107
10	09.02.2020 5:15:00	50,64	0,3887	0,709	82,81	22626
11	09.02.2020 5:30:00	28,53	1,0089	0,658	79,78	64776
12	09.02.2020 5:45:00	28,94	1,0162	0,328	9,94	89316
1	09.02.2020 6:00:00	35,89	0,4488	0,418	24,78	46159
2	09.02.2020 6:15:00	42,83	0,4152	0,469	38,68	48135
3	09.02.2020 6:30:00	20,21	1,0021	0,709	83,29	85165
4	09.02.2020 6:45:00	39,38	0,6560	0,592	64,39	83919
5	09.02.2020 7:00:00	25,18	0,4258	0,289	0,00	21660
